,litepyramid_recall
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.205
bertscore-sentence-pagerank-cos-mpnet-sum_P,-0.02
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.22
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.222
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_P,0.021
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_R,0.073
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-entropy_F,-0.039
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_P,0.051
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_R,-0.046
bertscore-sentence-pagerank-mnli-deberta-xlarge-entail_contradict-sum_F,0.067
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_P,0.077
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_R,-0.067
bertscore-sentence-mnli-roberta-entail_contradict-topk-5_F,-0.011
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_P,-0.043
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_R,-0.22
bertscore-sentence-mnli-roberta-entail_contradict-topk-10_F,-0.243
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_P,-0.099
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_R,-0.193
bertscore-sentence-mnli-roberta-entail_contradict-topk-20_F,-0.192
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_P,-0.159
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_R,0.091
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.2_F,0.041
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_P,-0.211
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_R,0.059
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.5_F,0.05
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,-0.164
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,0.024
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.002
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.2
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,-0.013
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.092
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.05
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,-0.15
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,-0.112
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.051
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,-0.043
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,-0.035
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,-0.046
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.219
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.214
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,-0.062
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.217
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.204
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,-0.004
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.209
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.207
bertscore-sentence-mnli-deberta-large-not_neutral_P,-0.088
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.014
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.015
bertscore-sentence-mnli-deberta-large-entail_only_P,0.01
bertscore-sentence-mnli-deberta-large-entail_only_R,0.131
bertscore-sentence-mnli-deberta-large-entail_only_F,0.13
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.014
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.168
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.15
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.196
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,-0.012
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.079
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.052
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,-0.114
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,-0.078
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.038
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,-0.018
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,-0.033
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,-0.035
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.209
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.209
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,-0.045
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.185
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.15
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,-0.002
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.187
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.161
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.004
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.012
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.044
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.061
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.275
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,-0.015
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,-0.012
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,-0.058
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.017
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.036
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,-0.003
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,-0.0
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,-0.012
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,-0.058
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.086
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.067
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.114
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,-0.038
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,-0.056
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,-0.029
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,-0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.012
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.012
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.012
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.012
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.163
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.163
bertscore-deberta-large-mnli_precision,-0.033
bertscore-deberta-large-mnli_recall,0.161
bertscore-deberta-large-mnli_f1,0.12
bertscore-deberta-large-mnli-topk-5_precision,0.215
bertscore-deberta-large-mnli-topk-5_recall,0.137
bertscore-deberta-large-mnli-topk-5_f1,0.202
bertscore-deberta-large-mnli-topk-10_precision,0.031
bertscore-deberta-large-mnli-topk-10_recall,-0.059
bertscore-deberta-large-mnli-topk-10_f1,-0.026
bertscore-deberta-large-mnli-topk-20_precision,-0.087
bertscore-deberta-large-mnli-topk-20_recall,0.069
bertscore-deberta-large-mnli-topk-20_f1,0.022
bertscore-deberta-large-mnli-topp-0.2_precision,0.125
bertscore-deberta-large-mnli-topp-0.2_recall,0.239
bertscore-deberta-large-mnli-topp-0.2_f1,0.274
bertscore-deberta-large-mnli-topp-0.5_precision,0.09
bertscore-deberta-large-mnli-topp-0.5_recall,0.267
bertscore-deberta-large-mnli-topp-0.5_f1,0.233
bertscore-deberta-large-mnli-topp-0.7_precision,-0.006
bertscore-deberta-large-mnli-topp-0.7_recall,0.202
bertscore-deberta-large-mnli-topp-0.7_f1,0.16
moverscore-1gram_scores,0.082
moverscore-2gram_scores,0.082
bertscore-deberta-xlarge-mnli_precision,-0.066
bertscore-deberta-xlarge-mnli_recall,0.069
bertscore-deberta-xlarge-mnli_f1,0.026
bertscore-deberta-xlarge-mnli-topk-5_precision,0.245
bertscore-deberta-xlarge-mnli-topk-5_recall,0.164
bertscore-deberta-xlarge-mnli-topk-5_f1,0.21
bertscore-deberta-xlarge-mnli-topk-10_precision,-0.014
bertscore-deberta-xlarge-mnli-topk-10_recall,-0.094
bertscore-deberta-xlarge-mnli-topk-10_f1,-0.071
bertscore-deberta-xlarge-mnli-topk-20_precision,-0.131
bertscore-deberta-xlarge-mnli-topk-20_recall,-0.049
bertscore-deberta-xlarge-mnli-topk-20_f1,-0.086
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.115
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.221
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.257
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.104
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.214
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.201
bertscore-deberta-xlarge-mnli-topp-0.7_precision,-0.017
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.148
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.108
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,-0.015
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,0.066
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,0.034
bertscore-sentence-pagerank-cos-deberta-large-sum_P,-0.026
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.063
bertscore-sentence-pagerank-cos-deberta-large-sum_F,0.028
bertscore-sentence-cos-deberta-large_P,0.079
bertscore-sentence-cos-deberta-large_R,0.077
bertscore-sentence-cos-deberta-large_F,0.069
bertscore-roberta-large-mnli_precision,-0.001
bertscore-roberta-large-mnli_recall,0.149
bertscore-roberta-large-mnli_f1,0.096
bertscore-bart-large-mnli_precision,0.285
bertscore-bart-large-mnli_recall,0.282
bertscore-bart-large-mnli_f1,0.295
bertscore-deberta-large_precision,0.124
bertscore-deberta-large_recall,0.193
bertscore-deberta-large_f1,0.2
bertscore-bart-large_precision,0.287
bertscore-bart-large_recall,0.27
bertscore-bart-large_f1,0.28
